colpo	4
colpa	3
storia	4
interessante	15
stupendo	4
affamato	4
melanzana	10
frutto	4
rinomato	3
dama	4
titolo	6
fiscale	3
quantità	28
bruschetta	8
pesto	3
cotoletta	3
legna	3
fermata|fermato	3
legno	5
spiegazione	7
supplì	25
ristoratore	3
scortese	4
tradizionale	38
torta	9
peggiore	9
esperienza	47
indimenticabile	5
giorno	37
euro	90
normale	11
interno	23
testa	20
eccessivo	9
salvo	3
montaggio	4
faccia	9
alternativo	8
battuto	5
zuppa	13
presentazione	11
cotta	9
difficile	23
magico	3
rigatone	26
notte	3
continuo	6
maleducato	3
ricotta	9
pomodoro	13
capodanno	4
scala	3
cortesia	18
anno	72
saltimbocca	4
contesto	3
esterno	6
classico	58
libero	6
massimo	16
fantasia	3
tradizione	57
modico	5
semplice	26
tipicamente	7
seggiolone	4
tenero	3
serie	3
barman	8
eccessivamente	3
aperto	5
ristrutturazione	8
divino	4
fidanzato	6
diverso	50
materia	31
popolare	3
morbido	11
consigliabile	3
sazio	3
acustico	3
compagnia	11
insipido	7
coratella	11
bianco	19
passaggio	7
mese	3
prossimo	11
altissimo	7
semplicità	3
ordinazione	16
prelibato	3
atteggiamento	5
sostanza	3
contorno	18
onesto	30
giustamente	3
dessert	11
tavolo	165
aglio	6
spazio	17
condimento	14
spaghetto	7
scarso	20
giudizio	6
fiore	4
bontà	18
cliente	61
ristorante	233
angusto	3
clima	4
tipico	101
volo	3
specialità	15
arancino	3
ingresso	14
bacchetta	3
prezzo	324
zona	51
professionale	28
semifreddo	4
whisky	3
grasso	6
chiaramente	3
nocciola	4
laziale	4
sporco	3
attenzione	19
solito	13
possibile	20
direttore	6
robot	7
programma	3
bordo	3
ottimo	374
linea	15
sottofondo	3
lingua	5
top	32
dolente	4
perfettamente	3
oggi	12
madre	3
salume	7
cotto	9
grandissimo	7
salso	12
raramente	3
tentacolo	3
importante	7
cacio	112
domanda	4
moda	6
spettacolare	17
atmosfera	41
frittata	6
osteria	25
arredamento	18
variegato	6
grigliata	4
velocemente	3
ricercatezza	6
peccato	41
indicazione	3
termine	4
struttura	4
assoluto	11
tempo	55
realtà	3
delusione	13
scena	3
tortino	3
innovazione	4
benvenuto	5
accessibile	4
notevole	6
mattina|mattino	4
parcheggio	12
complesso	24
altrettanto	4
ragionevole	4
sorpresa	14
secco	6
splendido	8
prova	3
gentile	136
attesa	46
fantastico	20
qualità	305
giardino	3
uovo	8
città	7
degno	11
cuore	20
opzione	3
preferito	9
compleanno	18
garanzia	12
sofisticato	3
esplosione	5
venere	3
passo	15
staff	30
pausa	3
differenza	5
terribile	3
pagliata	4
scadente	5
difficoltà	4
digeribile	3
merito	6
nuovamente	4
offerta	16
immancabile	5
colore	7
bruno	3
fagiolo	7
inaccettabile	3
antico	10
ragazza|ragazzo	22
limite	5
patata	32
scontrino	10
terrazza|terrazzo	6
grazia	41
palato	8
immenso	3
pranzo	67
marito	8
dicembre	3
abituale	4
altezza	13
ultra	3
straordinario	6
manica	4
felice	8
decina	3
obbligatorio	6
viaggio	3
drink	19
infinito	5
broccolo	4
gustoso	30
monta|monte	4
antipasto	96
accurato	6
entusiasta	3
pistacchio	7
momento	11
abbondante	49
manzo	3
ingrediente	29
crostata	4
fata	15
turistico	14
titolare	12
spazioso	10
piattino	14
anticipo	16
pretesa	7
pago	4
ideale	6
fettuccina	10
cognato	4
stagione	3
motivo	6
famiglia	23
organizzazione	4
sicuramente	88
croccante	21
meraviglia	5
metro	7
pasto	6
pasta	76
inizio	6
raro	5
pienamente	3
strategico	3
fase	3
dubbio	10
strepitoso	15
spiedino	3
gruppo	18
cantina	5
spaziale	4
varietà	23
petto	3
ricordo	12
aziendale	7
frutta	8
invitante	4
insegna	3
ultimo	21
tantino	3
forte	6
succo	3
sollecito	3
gelato	74
misto	10
delizia	5
alga	3
filetto	7
duro	4
periodo	8
prevalentemente	3
conferma	8
formaggio	11
rumore	4
affettato	4
quarto	5
piastra	7
eccezionale	53
parola	15
