id|date|name|nickname|no_rating|message
91|2020-01-11|2. Masto|penelope63|50|Posto piccolissimo, cibo veramente buono con materie prime di qualita . Titolari preparati e gentili, unico neo i tavoli mignon per essere per un pranzo e le sedie che sono sgabelli alti , forse strategia per avere clienti giovani? Comunque vale la pensa stare un po  scomodi..
91|2020-01-4|2. Masto|marcocY7498IV|50|Visitato oggi con quattro bimbi piccoli... servizio ottimo e proprietario gentilissimo. Mozzarella e prosciutto di alto livello. Lo consiglio volentieri.
91|2020-01-2|2. Masto|R2672BUmassimilianom|50|Si mangia bene. Locale non grande ma carino e accogliente. Sinceramente vi tornerei. Arrivederci e grazie
91|2019-12-29|2. Masto|Roberto M|50|La passione (tanta) c è, si vede e si gusta!Un delicato equilibrio tra ricercatezza dell ingrediente e semplicità della ricetta che fanno assaporare tutte le sfumature che un prodotto artigianale preparato al momento sà donare al palato (e ancor prima alla vista e all olfatto).Una ricercata selezione di vini e birre artigianali completano il quadro di un locale semplice e raffinato al tempo stesso, in linea con i piatti che serve e i prodotti che vende (sì è anche negozio!)Una perla enogastronomica a Testaccio.
91|2019-12-19|2. Masto|valentinapala0|50|Siamo stati in questo locale mese scorso, si mangia bene, qualità ottimo. Personale disponibile e cortese. Locale non grande si consiglia di prenotare
91|2020-01-19|3. La Fata Ignorante|Explore153222|50|Il mondo è pieno di posti meravigliosi e tante volte ci passiamo davanti senza rendercene conto. Sono capitata in questo ristorante per cena e in poche ore si è guadagnato la top ten dei posti del cuore. I piatti sono ricercati e autentici, l atmosfera elegante e calorosa, la proposta culinaria ricca e diversificata, la carta dei vini di qualità e un arredamento che riempie gli occhi. Tuttavia, l aspetto che mi ha colpito di più è l attenzione del titolare che ci ha regalato un esperienza emozionale con la sua arte nel raccontare il menù. Andate a vedere e a  sentire ...
91|2020-01-18|3. La Fata Ignorante|EmilianoP1976|50|La cosa che colpisce maggiormente di questo locale è la professinalità e la cortesia sia del titolare che dello staff, al giorno d oggi tanto rara quanto apprezzata. Il cibo davvero buono ed un bel locale ci hanno permesso di passare una splendida serata.
91|2020-01-14|3. La Fata Ignorante|contessasilvia|50|Cena a base di pesce di ottima qualità, personale gentilissimo, servizio impeccabile e vino laziale di grande qualità, stra consigliato!! Bravi davvero e ancora complimenti per la qualità e l attenzione verso la clientela!
91|2020-01-14|3. La Fata Ignorante|Eleonora P|50|Piatti buoni , ricercati e non banali  ottima la qualità delle materie prime. Il locale è piacevole e raffinato e il personale simpatico e disponibile. I dolci pazzeschi ! Tornerò molto presto per provare le altre portate ! ( e il soufflè con il cuore caldo !! )
91|2020-01-9|3. La Fata Ignorante|antoniom546|40|Ristorante carino, abbastanza intimo, accogliente con il titolare molto gentile. Prezzo nella media.
91|2020-01-1|4. Mordi e Vai|viperita|50|Nel mercato del Testaccio , panini davvero ottimi!Streetfood romano verace.Consigliatissimi i panini al picchiapò, con L allesso e anche i vegetariani con carciofi e pecorino.Oltre al ripieno sono ottimi anche i panini super croccanti .Servizio veloce e affabile nonostante la coda.Qualche posto a sedere.Assolutamente da provare.Prezzo intorno ai 5€.
91|2019-12-28|4. Mordi e Vai|TanneGenova|40|Siamo arrivati in ritardo con il Frecciarossa da Milano ma “Il mordi e vai” ci ha salvato per il pranzo... ancora aperto alle 15 abbiamo gustato 3 ottimi panini con ingredienti della tradizione romana.
91|2019-12-24|4. Mordi e Vai|nicascc|50|Un superlativo non basta, perché riuscire a concentrare l essenza della cucina romana compresa la trippa non è da poco, coniugarla con il meglio delle materie prime è da superlativo assoluto. Il panino con l allesso si deve provare, come quello con la trippa . Da ritornare per una pausa pranzo veloce
91|2019-12-23|4. Mordi e Vai|eraldosimon|50|Strepitoso, panini ottimi con condimenti romaneschi, sia per palati  forti  che più semplici. C è anche la possibilità di sedersi, di prendere bibite e addirittura vino alla mescita. Inoltre le polpette di lesso di scottona sono spaziali! Io, che ho un palato forte ho preso un panino con rognoncini di vitella e cipolla, e il classico e buonissimo  allesso con cicoria ... Andateci è strepitoso!
91|2019-12-21|4. Mordi e Vai|FernandaCefer|40|Gastronomia romanesca a Testaccio. Panini da sballo preparati con i cibi della tradizione romana. Panini con bollito e salsa verde o con la cicoria. polpette e carciofi. Super consigliato.
91|2019-12-1|5. Panna & Co|lorenzolC7013DS|50|Gelato buonissimo, prezzi giusti. Secondo me la miglior gelaterie tra quelle che ho provato a Roma. Consigliatissima.
91|2019-09-21|5. Panna & Co|Iaco P|50|vengo spesso in questa ottima gelateria. gelato saporitissimo ma leggero, ottime granite, graditissima l acqua aromatizzata al limone o al lime per sciacquarsi la bocca prima o dopo il gelato.
91|2019-08-30|5. Panna & Co|Danila_2011|50|Ben raggiungibile su via Marmorata, anche coi mezzi.Locale accogliente, personale simpatico, e soprattutto: gelato sensazionale.Tanti gusti, anche troppi per quanti se ne possono assaggiare.Tutti da ingredienti evidentemente buonissimi. Consistenza ideale, sapore squisito.Entusiasti, in quqttro abbiamo sperimentato quattro versioni:- cono (il classico)- briosche - frappé- affogato al cafféNon sappiamo dire la migliore interpretazione, così: 4 ori ex aequo.Prezzi non stracciati, ma non alti.
91|2019-08-7|5. Panna & Co|K907CPstefanom|50|Questa gelateria non delude veramente mai!! Dopo svariate visite posso affermare che per varietà di gusti, per qualità delle materie prime e, cosa che non guasta mai, per la gentilezza e la professionalità del proprietario, questa è la migliore gelateria in cui io sia mai stato. Un’ulteriore e piacevolissima sorpresa di oggi...un cremolato alla fragola da sballo. Una gelateria veramente da non perdere!!
91|2019-08-6|5. Panna & Co|Susy83ma|50|Consiglio vivamente questa gelateria per la qualità, la varietà dei gusti e l atmosfera gradevole del locale.
91|2020-01-20|6. Trapizzino Testaccio|503lucianor|40|La qualità dei cibi e la gentilezza del servizio attirano i frequentatori dei teatri e del cinema di Testaccio. Un’ottima occasione prima di entrare al teatro Vittoria per uno spuntino rapidissimo con supplì squisiti ed originali o panini ricchi di sapore. Unica nota il dover mangiare in piedi o quasi seduti nel locale accanto per poter disporre di ottime birre. Ottimo anche il rapporto prezzo qualità.
91|2020-01-19|6. Trapizzino Testaccio|LorellaSini|50|Buonissimo quello farcito con pollo alla cacciatora e godurioso quello farcito con la parmigiana!!! Ottimi anche gli arancini, sia il classico, sia alle melanzane!!! Bravi così! Ci ritorneremo!
91|2020-01-8|6. Trapizzino Testaccio|Maya82sole|50|Il posto lo suggerisco per l assaggio strepitoso di trapizzini in varie versionilocale accogliente e personale a disposizione ed anche molto preparato.se siete nei paraggi fermarvi al volo sarà un ottima idea -)
91|2020-01-6|6. Trapizzino Testaccio|420ilarial|50|Un grande si per questo posto. I trapizzini, offrendo rivisitazioni della cucina romana, sono strepitosi. Quello che ho preso sono un trapizzino  gusto  polpetta al sugo e un supplì all amatriciana. Inutile dire che erano da leccarsi i baffi.
91|2020-01-5|6. Trapizzino Testaccio|parisandrea|40|Ci siamo fermati per un pranzo veloce, prendendo due ottimi trapizzini e due supplì, superlativi. I posti a sedere non sono molto spaziosi, ma se ci si ferma in velocità è comunque valido.
91|2019-09-15|7. Gelateria Brivido|Marcello N|50|Gelateria a gestione familiare, attiva da trentatré anni. I gelati sono di una quindicina di varietà, quasi tutti senza latte. Consiglio pinoli, noci, e pistacchio. Eccezionale.
91|2019-07-23|7. Gelateria Brivido|Dante S|50|Siamo stati inviati presso questa gelateria da un nostro amico. Sinceramente se non ci avessero partati non avremmo mai saputo dell esistenza. E  ubicata in una zona certamente non di passaggio e quindi non facile da individuare. Il gelato è veramente ottimo anche quello vegan e le porzioni sono abbondanti i sapori si avvertono in toto. Ottima l idea di immergere il gelato nella cioccolata. Lo consiglio vivamente
91|2019-07-11|7. Gelateria Brivido|Domenico_dom|50|Diciamolo: Roma è piena di gelaterie scarse. Tipicamente turistiche, con il gelato acquoso che sa di ghiaccio e aromi fintissimi. Ecco, questo qui è esattamente il contrario. Buono, cremoso, non stucchevole, piacevole e rinfrescante. Hanno anche gusti vegan e senza zucchero, proposta tutt altro che banale e facile da trovare altrove. Prezzi contenuti. Dio salvi Testaccio, ultimo quartiere non ancora sfigurato dal turismo di massa.
91|2019-06-22|7. Gelateria Brivido|eurodaida|40|Dopo una pizza con gli amici a Testaccio ci vuole una passeggiata nel quartiere. Per caso abbiamo scoperto questa piccola gelateria e abbiamo deciso di entrare... Veramente un esperienza golosa da ripetere! La mia scelta: pistacchio e nocciola con la panna. Ci sono tanti gusti anche per i vegani.
91|2019-06-21|7. Gelateria Brivido|FiloRosso18|30|Ho mangiato gelati migliori. Buono ma non eccezionale. Carina l’idea dell’immersione nella cioccolata. Personale gentile.
91|2020-01-9|8. Sushisen|AmericanChef12345|50|Sicuramente uno dei locali fusion migliori di Roma, entra di diritto nella top 3. Ottima cura dei piatti, sushi squisito nulla da dire! Consigliatissimo.
91|2019-10-5|8. Sushisen|fishetto1981|50|Da visitare assolutamente, il miglior sushi di Roma. Servizio impeccabile e sushiman incredibili da ammirare mentre lavorano. Una meraviglia.
91|2019-12-22|8. Sushisen|marco m|40|Il ristorante ha sempre un livello altissimo in cui non puoi mai rimanere deluso. Continuamente cercano di migliorare anche nelle piccole cose. Un punto di riferimento importante per il tipo di cucina giapponese
91|2019-12-22|8. Sushisen|giovannasL1093PP|40|Noi abbiamo optato per il kaiten-zushi. Ci servivamo da soli prendendo i piatti da un nastro trasportatore. A seconda del colore del piatto era noto il prezzo di ciascuna pietanza che scorreva sul nastro. Buon sushi e prezzi a mio avviso accettabili considerati i costi di un sushi di qualità non all you can eat
91|2019-12-17|8. Sushisen|Manuel L|50|Per il mio compleanno mi sono regalato una cena (con la mia compagna) da Sushisen.Questa è la seconda recensione che faccio a questo ristorante e non solo confermo che dal mio punto di vista si tratta del miglior ristorante di sushi di Roma, ma probabilmente ha alzato ancora di qualche tacca l asticella.Prenotare da loro non risulta facile ma ormai so bene come funziona e ci ho pensato per tempo. Richiedono la carta di credito per confermare la prenotazione ma in caso di disdetta si ha tempo fino a due ore prima dell orario di prenotazione per non perdere neanche un euro: lo trovo corretto. La cena è stata sontuosa! Abbiamo ordinato il sushi più tradizionale: nigiri e sashimi per due ed un solo uramaki. Ogni singolo nigiri era un esplosione di sapori, equilibrati e ricchi. Il riso perfetto per consistenza, sapore e temperatura: gli unici a Roma a centrare così esattamente questi tre aspetti riguardo al riso.Il pesce capisci subito che viene selezionato, lavorato e servito con grade maestria... difficilmente troverete un livello del genere altrove.Il servizio al tavolo preciso e attento il sommelier disponibile ed esaustivo.Il prezzo potrei dire che è superiore alla media ma non è vero: è la  media  ad offrire prezzi basati sulla loro mediocrità. Quello che pagherete da Sushisen invece sarà del tutto sacrosanto! Eccellente!
91|2020-01-18|9. Il Pangocciolaio|Nico L|10|Non capisco la.valutazione delle persone anzi forse si non si è più abituati a mangiar bene provato i pan gocciole presi la.sera x la martina dopo, pesanti come le pietre la crema per carità la nutella classica che dire pesantissimi .....presi e buttati ....
91|2020-01-10|9. Il Pangocciolaio|warvale|50|Ogni dolce che sfornano è buonissimo, che dire mi abbufferei volentieri di tanti pangoccioli e soprattutto vorrei provare tutte le creme che hanno da mettere!
91|2019-11-16|9. Il Pangocciolaio|Boylelaw|40|La sera prepararsi a affrontare la fila. Il tempo sembra essersi fermato in questo esercizio che riempie con uno schizzo di crema a piacere uno scrigno lievitato proveniente dal forno retrostante (da 1 euro) ... ma ci sono anche i salati con una birra se non hai voglia di dolce... fritto o pizza. Meglio della solite cornetterie.
91|2019-11-1|9. Il Pangocciolaio|edoardodecinque|50|i pangoccioli sono la cosa migliore che io abbia mai mangiato il proprietario e simpatico e gentile e il prezzo è ottimo
91|2019-10-22|9. Il Pangocciolaio|ISABELLA C|50|Non è un posto da dieta ma vale la pena fare uno sgarro...I pangoccioli sono super e si possono riempire dalla cioccolata fondente con panna , alle visciole, al ciocccolato bianco ect., e le bombe non sono da me, buonissima la treccia di sfoglia con liquore d acero e nociMa se ti piace il salato prendi le pizzette !!
91|2020-01-16|10. Trattoria Pennestri|alessandro f|50|In una traversa della via Ostiense nei pressi della Piramide Cestia sorge questo locale dotato di una quarantina di coperti dove solerti e giovani cameriere volteggiano con grazia e maestria. Arredamento spartano ma con qualche piccolo accorgimento. Proposte alla carta, giustamente ridotta oppure efficace proposta del giorno. Zucca con caprino e nocciole notevolissima così come i nervetti con anguilla e giardiniera casalinga. Fegato di vitello tenerissimo accompagnato da cipolle e radicchio e poi baccalà e broccolo ottimo. Ottima crostata di visciole, conto adeguato alle bontà e poi vedere un locale pieno di giovedì sera in una zona non propriamente di passaggio conferma la bontà del lavoro.Lieve pecca una carta dei vini giusta ma con prezzi lievemente alti.
91|2020-01-9|10. Trattoria Pennestri|luvi2014|50|Nella zona di via del Porto fluviale, affollata di locali e ristoranti, questa trattoria si distingue per il suo stile semplice ed elegante. La sala è accogliente, non troppo grande, piacevole. Le due cameriere sono state gentili e disponibili e se la sono cavata egregiamente anche con i clienti stranieri, parlando inglese. Abbiamo ordinato quattro minestre di pasta, broccoli e arzilla (razza), un piatto tipico eccellente, tre petti di vitello alla fornara con patate schiacciate, una polpetta di manzo con guanciale e cicoria, quattro crostate di visciole e crema pasticcera, acqua e birra, per un totale di 157.50 euro: ottimo rapporto qualità-prezzo. Cucina tradizionale, ma rivisitata sapientemente, giusto equilibrio di sapori, sensazione di piacevole appagamento. Da provare e tornarci, sicuramente.
91|2020-01-8|10. Trattoria Pennestri|Elenucciam|50|Una trattoria giovane dove il cibo è ottimo, il menu vario, l’ambiente accogliente, il servizio gentile e rapporto qualità prezzo ottimo. Uno dei migliori posti dove ho mangiato a Roma nel 2019! Bravi!!
91|2020-01-6|10. Trattoria Pennestri|Andrea M|40|Sono stato alla Trattoria Pennestri per cena.  Il cibo era ottimo, i vini, consigliati dalla cameriera, altrettanto. Un posto che consiglierei assolutamente e dove tornerei volentieri!
91|2020-01-6|10. Trattoria Pennestri|Mikron81|50|Consigliato da un amico siciliano a me che son romano:  la miglior carbonara di Roma la trovi da Pennestri . E allora andiamo a verificare!. Premesso che nessuno dei due ha preso alla fine la carbonara abbiamo mangiato molto bene, siamo stati accolti alla grande da tutto lo staff e l assaggio offerto di pomodoro secco con la menta meriterebbe da solo il viaggio. Pienotto, tempi un po lunghi per questo motivo ma sul cibo e sul conto (meno di 50 euro in due con un calice di vino... pranzo niente bottiglia) assolutamente nulla da dire
91|2020-01-13|11. Sushi Doku|400luisat|20|Sono stata in questo posto solo una volta, un sabato con un amica. Ad entrambe è sembrata una presa in giro, la qualità e la presentazione sono scarsi, i prezzi di conseguenza assurdi. Chirashi passabile, Rolls veramente scarsi.Lista dei vini finta, perché la disponibilità era la metà, ho finito per bere una birra.Inoltre sul menù in italiano su un roll c era scritto  granchio cotto  e invece è arrivato fritto. Quindi attenzione a leggere anche la versione in inglese 
91|2020-01-9|11. Sushi Doku|AmericanChef12345|30|Questo ristorante rispecchia lo stile tipico dei locali giapponesi di sushi. Devo dire però che non rispecchia la qualità non mi sono piaciuti molto gli uramaki, troppo riso e schiacciato. Bocciati i nigiri soprattutto quelli di gambero bollito. Prezzo ottimo devo dire.
91|2020-01-3|11. Sushi Doku|deborahpor|50|Abbiamo cenato qui perchè amanti del cibo giapponese e in zona ci sembrava il più sfizioso. Non ci sbagliavamo! Cena di 3 roll (8 pezzi l uno), polpettine fritte di gambero e ravioli di mazzancolle davvero ottimi. Il tiramisù al sakè davvero speciale! Servizio preciso, veloce ed estremamente accogliente! insomma...ci ritorneremo!
91|2020-01-3|11. Sushi Doku|giorgiad160|50|Ogni volta che siamo stati qui abbiamo mangiato benissimo, indipendentemente da cosa abbiamo ordinato. Una garanzia di sapori, freschezza e qualità della materia prima. Personale cordialissimo. Tornerò di sicuro!
91|2019-12-24|11. Sushi Doku|OlivioArgenti|20|CI sono stato con mio figlio, amante della cucina giapponese. Tempura carico di olio. Chirashi che sembrava fatto con dadi. Quantità di cibo scarse. Prezzo alto per quanto si è mangiato. Non ci tornerò. Wasabi fortissimo servito nascosto dal cibo e quindi ingerito per sbaglio in grossa quantita!
91|2020-01-21|12. Sakana Sushi|Fabio B|50|Consigliatissimo! Ci sono andato con una ragazza per fare bella figura...ci sono riuscito! Nn hanno sbagliato un colpo, merito anche del cameriere se nn sbaglio Daniele. Non essendo io un esperto di sushi mi sono affidato a lui curando il servizio in modo eccellente dall inizio alla fine . Cibo ottimo e locale accogliente. Ci ritornerò.
91|2020-01-7|12. Sakana Sushi|MauroMassotti|50|Ho voluto far conoscere questo posto alla mia compagna e ne è rimasta entusiastaCoccolati dall inizio alla fine con piatti deliziosi oltre le continue preparazioni che scorrono davantiLuogo tipico giapponese, arredato con gustoNon si può dire di mangiar giapponese se non si viene qui
91|2019-12-2|12. Sakana Sushi|Marina C|40|Questo ristorante giapponese è stata una piacevole sorpresa. Siamo usciti con la convinzione che sia il migliore che abbiamo trovato fino ad ora in Italia. Abbiamo prenotato al kaiten e siamo stati domenica a pranzo. I piattini erano composti di ingredienti freschi e abbianamenti sfiziosi. Abbiamo anche ordinato alla carta ed è stato tutto ottimo ed abbondante. Nei piattini l ingrediente principale è il salmone come in altri ristoranti giapponesi. A me non piace ma c erano anche alternative come tonno, tofu, polpo, ecc. Il personale è cortese e sollecito e l ambiente è arredato in stile, con decorazioni tipiche e l onnipresente Godzilla che io adoro. Ho voluto provare il famoso mochi mazinger ma non mi è particolarmente piaciuto, mancava qualcosa, magari una nota fresca e aspra di frutta all interno per contrastare il sapore dolce. Deliziosi invece i mochi al cioccolato. Siamo arrivati come da prenotazione all apertura e i piattini sul kaiten erano ancora caldi. L acqua è filtrata. In bagno trovate anche cotton fioc, assorbenti, colluttorio.
91|2019-11-28|12. Sakana Sushi|Francesca P|50|Sono ritornata dopo qualche mese in cui mi ero servita solo dell asporto. Venerdì sera, piuttosto pieno e senza prenotazione ci hanno fatto sedere al kaiten, con mio grande piacere. Abbiamo preso due zuppe di miso, salmoni teryaki superlativi, pesce di qualità eccezionale, tagliato e spinato da maestri, salsina della giusta consistenza e due e tre piattini dal kaiten in attesa del salmone, che dire? quegli  assaggi  che ti saziano tanto ti colpisce il sapore. I ragazzi sempre oltre la gentilezza in una serata piovosa e umida e un locale pieno che non aiutava la temperatura interna (caldo ma sopportabile, non da sudare per chi era lì per mangiare, ma magari i ragazzi che si muovevano tra i tavoli lo sentivano più dei clienti) non hanno lesinato una spiegazione, un consiglio, velocità del servizio. Unica nota, sul kaiten c è poca scelta dei piattini meno cari, lascio comunque le 5 stelle perché i ragazzi in fase di ordine ci hanno detto che qualsiasi piattino non presente sul nastro avessimo desiderato, lo avrebbero fatto preparare. Non ultimo prezzo in linea con la qualità e la quantità del cibo.
91|2019-11-15|12. Sakana Sushi|elenaacecamore|50|Il sushi più buono mai mangiato. Sicuramente da provare almeno una volta, se riuscite a farvelo offrire ve lo gustate anche di più! Non adatto a famiglie numerose
91|2019-08-5|13. La Vecchia Lupiae|Drugo64|40|E  passato diverso tempo dalla cena in questo ristorantino, ma è giusto segnalarlo comunque, anche a distanza di tempo, per l ambiente, la cucina creativa e le materie prime utilizzate, tutte di primo piano. Aggiungete la cortesia del personale, pronto a consigliare piatti e vino nel migliore dei modi, e avrete sicuramente una bella (e buona) serata. Conosciuta attraverso The Fork (trattamento normalissimo da parte del personale), torneremo senz altro! 
91|2019-07-5|13. La Vecchia Lupiae|Fiaux|50|Sono stato a cena in questo ristorante accogliente e la gentilezza del personale non è comune. Cibi tipici salentini e molto buoni. Ristorante consigliato.
91|2019-07-2|13. La Vecchia Lupiae|Edoardo B|50|Bellissima esperienza. Cibo ottimo e saporito della tradizione pugliese. Personale cordiale e divertente. Non vediamo l ora di tornare!
91|2019-06-11|13. La Vecchia Lupiae|PaolaP57|50|Questo ristorante nel cuore di Testaccio ha innanzitutto il calore della cucina di casa. Il proprietario e il personale di sala sono delle persone molto cordiali e gentili che cercano in ogni modo di mettere a proprio agio gli avventori. Le specialita’ sono tipiche pugliesi e sono tutte cucinate benissimo, con ingredienti di primissima qualita’. I profumi e i sapori mi riportano a casa ogni volta che ci vado e ci vado spesso!!!! I prezzi sono incredibilmente onesti...ad avercene a Roma di ristoranti con un rapporto qualita’/prezzo cosi’!!!! Provate la focaccia imbottita di scarola, le orecchiette, le fave con le cicorie...provate tutto il menu!!!!!
91|2019-05-27|13. La Vecchia Lupiae|frankfrankfranks|40|Buon posto e valida scelta tra i diversi locali presenti in zona. Ottimi i primi,un po meno gli antipasti,che non sono proporzionati al prezzo.
91|2019-12-30|14. Junsei Restaurant Kaiten Sushi|DAVIDEROMA75|30|Il ristorante si trova a Testaccio, propone la seduta al kaiten, oppure al tavolo in sala, buona scelta di sushi e sashimi, personale molto gentile e disponibile, prezzo nella media
91|2019-12-27|14. Junsei Restaurant Kaiten Sushi|Silvia D|40|Piacevole serata! Molto gentile il personale!  Ottimi i ravioli ma anche gli altri piatti scelti, il salmone il agrodolce eccellente, un pochino meno i noodles saltati mancati di sapore! Bagni pulitissimi e profumati(per me importante in un ristorante)!!  Buona la qualità prezzo!
91|2019-10-20|14. Junsei Restaurant Kaiten Sushi|Andy_Laco|40|Locale giapponese con un buon servizio e ottimo cibo. C è tutto quello che si pretende da un giapponese di livello, il menù lo rispecchia e quello che ho mangiato io conferma la preparazione e i materiali freschi. Non saprei indicare il prezzo perché non ho pagato io, ma sicuramente lo consiglio per il tipo di cucina. Non è un AYCE e quindi chi lo critica per quello può anche trovare altro!
91|2019-10-14|14. Junsei Restaurant Kaiten Sushi|616stefanoa|20|Eravamo gia  stati qui un mese fa, con una coppia di amici giapponesi, clienti abituali. Quel giorno era andato tutto bene, non eccezionale ma, comunque, discreto. Sabato sera, attesa di mezz ora(locale vuoto), chiedo un nigiri di ricciola e mi arriva di branzino. Il pesce si stacca dal riso (non e  un buon segno) e mi fa pensare che forse, stava girando inutilmente sul kaiten, in attesa di un samaritano... Arriva la yakisoba ed e  piena d olio. Arriva la tempura che, essendo completamente intrisa d olio, viene abbandonata per meta  nel piatto. Anche la tartare di salmone , naviga nell olio di sesamo. Che dire.. un esperienza molto oliosa e sicuramente da non rifare. Molto deluso
91|2019-10-9|14. Junsei Restaurant Kaiten Sushi|chiaravallir|50|Visitato il nuovo Junsei nel Centro commerciale a via Salaria incrocio Olimpica, posto gradevole,prodotti di ottima qualità preparati al momento,ottimo servizio e grande professionalità del direttore Luca.....complimenti!!
91|2020-01-21|15. Lo Scopettaro|MASSIMO M|40|Trovato sui social, siamo andati domenica sera a cena in questo locale, siamo stati subito accolti dal personale che ci ha fatto accomodare e consegnatoci il menù ci ha consigliato sul cosa ordinare. Ottimi consigli, così ci ha permesso di assaggiare più cose senza strafare. Consiglio il cacio e pepe e le polpette col sugo, le ho trovate veramente buone. L unica pecca è che la sala al piano strada è piccolina e con tanti tavoli, tra il nostro tavolo e quello al lato avevamo 10 centimetri, risultando poca riservatezza, ma potrebbe essere anche un risvolto positivo, potendo conoscere così anche gente nuova.
91|2020-01-20|15. Lo Scopettaro|Maurodax|10|Scrivo questa recensione non per il cibo che è nella media, del tipo classica trattoria romana ecc. ecc. (ne ho provate anche di meglio in giro). Chiediamo la caratteristica di un vino presente nella carta dei vini e il cameriere (rosso) con il suo collega (palestrato) inizialmente ignorano le caratteristiche dei vini presenti nel menù, poi, alla nostra richiesta di leggerci da soli l etichetta della bottiglia che ci interessava, cominciano un siparietto goliardico con il collega leggendo l etichetta come se avessimo fatto una domanda assurda prendendoci in giro.Successivamente alla richiesta di un caffè d orzo macchiato si è fatto una risata plateale dicendo che non era possibile chiedere un orzo dopo cena.Per concludere, appena mi sono allontanato per andare in bagno, si è avvicinato alla mia fidanzata infastidendola chiedendogli con chi stava messaggiando approfittando dell assenza del suo fidanzato e ridendo alle sue spalle sempre con il suo collega.Se non fosse stato un sabato sera, in cui è difficile trovare locali disponbili, saremmo andati via già dopo la scena del vino. Serata rovinata da due deficienti!
91|2020-01-19|15. Lo Scopettaro|Ferrino1957|50|Fa piacere trovare ancora una trattoria romana originale in un mare di locali che seguono le mode temporanee o che fanno il verso alla tradizione senza averne la sostanza. Il locale è storico, si nota grande pulizia e cura. I ragazzi che servono ai tavoli sono schiettamente gentili senza smancerie, servizio veloce, i piatti della tradizione romana proposti sono eseguiti a regola d arte. Ottimo il vino sfuso. I prezzi nella media o un pochino sopra, ma se si usano materie prime di qualità come in questo caso è dificile essere economici. Bella la dedica di Checco Durante affissa al muro... Per chi vuole mangiare romano è il posto giusto. Bravi. 
